"","AlertCategory","NetworkEventType","NetworkInteractionType","DataTransferVolume_IN","DataTransferVolume_OUT","TransactionsPerSession","NetworkAccessFrequency","UserActivityLevel","SessionIntegrityCheck","ResourceUtilizationFlag","SecurityRiskLevel","ResponseTime","Classification"
"21529","Warning","PolicyViolation","Suspicious",225225821,75863034,25805,37637,3,TRUE,FALSE,136231184,33.96712,"Normal"
"349392","Warning","PolicyViolation","Anomalous",136734441,139421565,31970,39462,6,TRUE,FALSE,157375845,40.54321,"Normal"
"170664","Warning","PolicyViolation","Suspicious",146095655,121281123,32947,22975,6,TRUE,FALSE,195834941,32.35288,"Normal"
"108367","Warning","PolicyViolation","Anomalous",130644441,157402793,35807,39766,6,FALSE,FALSE,218459343,35.06343,"Normal"
"419708","Warning","PolicyViolation","Anomalous",125507676,113444372,26131,23989,5,TRUE,FALSE,134574046,20.56845,"Normal"
"408673","Warning","PolicyViolation","Anomalous",129326291,158282641,33862,32256,5,FALSE,FALSE,182142501,27.88689,"Normal"
"4054","Warning","PolicyViolation","Suspicious",126444779,142048751,32127,38242,5,TRUE,FALSE,91165979,23.30528,"Normal"
"265529","Warning","PolicyViolation","Anomalous",136949855,160980900,35322,32627,6,FALSE,FALSE,157665012,24.30923,"Normal"
"212943","Warning","PolicyViolation","Suspicious",140844413,165176739,36826,30438,5,TRUE,FALSE,146700475,39.22172,"Normal"
"171770","Warning","PolicyViolation","Suspicious",131817109,168757832,36991,31763,6,TRUE,FALSE,141340925,24.7157,"Normal"
"344409","Warning","PolicyViolation","Anomalous",131513171,158010710,36807,34104,7,FALSE,FALSE,195851588,27.15038,"Normal"
"250378","Warning","PolicyViolation","Anomalous",131296540,120580498,26936,20994,5,TRUE,FALSE,143867845,29.36343,"Normal"
"281130","Informational","ThreatDetected","Suspicious",130745281,154147983,36208,27506,7,FALSE,FALSE,186379065,22.17998,"Normal"
"461282","Warning","PolicyViolation","Suspicious",128840980,174132603,37828,36612,6,FALSE,FALSE,93470727,27.75978,"Normal"
"73597","Informational","PolicyViolation","Critical",130865044,78882496,19914,42816,6,TRUE,FALSE,192777102,36.39071,"Normal"
"280095","Warning","PolicyViolation","Anomalous",125696135,118501231,26182,36973,5,TRUE,FALSE,114023781,26.57058,"Normal"
"99937","Warning","ThreatDetected","Suspicious",131766905,176526016,38841,19606,5,FALSE,FALSE,111803023,25.58871,"Normal"
"195519","Warning","PolicyViolation","Suspicious",128866448,160967908,35744,48600,6,FALSE,FALSE,138987236,32.09698,"Normal"
"117998","Warning","PolicyViolation","Critical",125390207,86855156,20698,33700,5,FALSE,FALSE,167875790,23.4336,"Normal"
"471236","Warning","PolicyViolation","Anomalous",130919273,136029603,30978,41923,5,FALSE,FALSE,167541002,30.17722,"Normal"
"55996","Warning","PolicyViolation","Suspicious",131577912,155437695,34710,28259,6,FALSE,FALSE,149309157,22.68733,"Normal"
"332531","Warning","PolicyViolation","Others",120800074,46504658,12189,37732,5,FALSE,FALSE,136489021,34.29046,"Normal"
"181453","Warning","PolicyViolation","Anomalous",129512274,137529964,30104,31830,5,FALSE,FALSE,139716379,30.90008,"Normal"
"290612","Warning","PolicyViolation","Elevated",128459035,210418136,43249,35424,4,FALSE,TRUE,132100942,28.17823,"Normal"
"46105","Warning","PolicyViolation","Anomalous",125538231,139855056,31005,45554,5,FALSE,FALSE,149152983,24.97015,"Normal"
"150498","Alert","PolicyViolation","Suspicious",130613295,162641400,35100,42883,4,TRUE,TRUE,204259802,34.21325,"Normal"
"348268","Warning","PolicyViolation","Anomalous",135243995,92582175,24052,37991,5,FALSE,FALSE,200090943,33.18412,"Normal"
"374099","Warning","PolicyViolation","Suspicious",130349387,156351143,34103,35368,5,FALSE,FALSE,127520105,35.27691,"Normal"
"459140","Warning","PolicyViolation","Suspicious",157115420,109043434,31275,32517,6,TRUE,FALSE,145947413,29.75442,"Normal"
"373149","Warning","PolicyViolation","Suspicious",131603369,158582088,34802,30799,5,FALSE,FALSE,187355645,22.22702,"Normal"
"137388","Warning","PolicyViolation","Suspicious",137265105,194635677,42402,19440,6,FALSE,FALSE,145598058,30.24999,"Normal"
"330058","Warning","NormalOperation","Suspicious",133220849,177224304,38059,44732,5,TRUE,FALSE,184313323,13.09124,"Normal"
"56317","Warning","PolicyViolation","Suspicious",127649849,159254818,37745,27452,8,TRUE,FALSE,167895316,26.38056,"Normal"
"291067","Warning","PolicyViolation","Anomalous",154618336,100657677,23417,44087,3,TRUE,FALSE,171092443,31.59531,"Normal"
"130066","Warning","PolicyViolation","Anomalous",126017765,104452196,25055,30290,6,FALSE,FALSE,160440065,34.89302,"Normal"
"233180","Warning","PolicyViolation","Suspicious",129074935,160379442,36399,24392,7,FALSE,FALSE,101009875,22.52358,"Normal"
"160601","Warning","PolicyViolation","Anomalous",137603094,147846973,34835,33783,7,FALSE,FALSE,119759302,24.21037,"Normal"
"302055","Warning","PolicyViolation","Critical",133701164,88625071,20163,32453,4,TRUE,FALSE,162272871,31.09808,"Normal"
"271618","Warning","PolicyViolation","Suspicious",125478185,159170961,35722,31264,6,FALSE,FALSE,170789621,39.37803,"Normal"
"230417","Warning","PolicyViolation","Elevated",129683692,193441439,43069,29537,6,TRUE,FALSE,172177805,23.74146,"Normal"
"473476","Informational","PolicyViolation","Anomalous",139543184,143968370,32369,49244,6,FALSE,FALSE,209457929,27.46671,"Normal"
"8215","Warning","PolicyViolation","Critical",135539695,110873099,25306,31518,5,TRUE,FALSE,92509034,24.7029,"Normal"
"314642","Warning","PolicyViolation","Anomalous",143471588,125248663,30284,32777,7,TRUE,FALSE,139971215,31.34489,"Normal"
"267652","Warning","PolicyViolation","Anomalous",128114444,145316255,30940,26545,4,FALSE,FALSE,150561213,25.69762,"Normal"
"53649","Warning","PolicyViolation","Anomalous",129955421,142238682,31790,37132,5,FALSE,FALSE,123154371,37.01388,"Normal"
"194970","Warning","PolicyViolation","Elevated",126135646,182322172,39130,38169,4,TRUE,TRUE,197574555,16.15049,"Normal"
"273927","Warning","PolicyViolation","Anomalous",125386685,107664353,26113,39796,6,FALSE,FALSE,98622627,31.42012,"Normal"
"134281","Warning","PolicyViolation","Anomalous",131698489,151440393,34816,52544,6,FALSE,FALSE,110641194,33.32012,"Normal"
"400316","Warning","PolicyViolation","Anomalous",132244431,130933505,29438,33804,6,FALSE,FALSE,117969856,35.05617,"Normal"
"7148","Alert","PolicyViolation","Suspicious",131150836,159749917,36686,33662,6,FALSE,FALSE,202128969,23.7051,"Normal"
"159055","Warning","NormalOperation","Suspicious",128338547,176660566,38776,33632,5,TRUE,FALSE,253459648,26.73729,"Normal"
"106137","Warning","PolicyViolation","Suspicious",135203126,160167036,35446,26261,5,FALSE,FALSE,140423651,36.39753,"Normal"
"333452","Warning","PolicyViolation","Anomalous",121253059,142445682,31490,24860,6,TRUE,FALSE,176561619,18.25415,"Normal"
"178259","Warning","PolicyViolation","Anomalous",120776230,86561729,19430,24714,4,FALSE,TRUE,188409025,36.25755,"Normal"
"26309","Alert","PolicyViolation","Suspicious",132722952,173391716,39321,37674,6,FALSE,FALSE,225703564,34.79766,"Normal"
"378004","Warning","PolicyViolation","Suspicious",136627634,163662051,37301,33549,6,FALSE,FALSE,146215385,20.70558,"Normal"
"121374","Warning","PolicyViolation","Suspicious",128523280,165727172,37374,32092,6,TRUE,FALSE,169038715,33.80205,"Normal"
"146169","Warning","ThreatDetected","Anomalous",131437441,133975328,29601,34473,5,TRUE,FALSE,101686390,21.32552,"Normal"
"273122","Informational","PolicyViolation","Elevated",132624006,201586642,45918,27709,7,FALSE,FALSE,106912700,25.16228,"Normal"
"39040","Warning","ThreatDetected","Suspicious",126694325,164422586,35753,31222,5,TRUE,FALSE,104398089,24.28696,"Normal"
"10250","Warning","ThreatDetected","Suspicious",155622406,101460474,31733,27651,7,FALSE,FALSE,116894018,17.40078,"Normal"
"155045","Warning","PolicyViolation","Anomalous",131240741,133663238,29853,32917,5,FALSE,FALSE,165444392,33.15343,"Normal"
"436233","Warning","NormalOperation","Suspicious",128884782,168958660,37239,39678,5,TRUE,FALSE,100597509,36.92766,"Normal"
"192855","Warning","PolicyViolation","Anomalous",124048942,121915229,27721,29154,6,FALSE,FALSE,177564508,27.36329,"Normal"
"10098","Warning","PolicyViolation","Suspicious",124413703,156794481,33247,33894,4,TRUE,TRUE,100553755,19.72515,"Normal"
"327975","Warning","PolicyViolation","Suspicious",129440386,154119175,36391,37639,7,TRUE,FALSE,158055992,27.69127,"Normal"
"449767","Warning","PolicyViolation","Suspicious",135899867,183143125,39262,35694,4,TRUE,TRUE,163972670,31.76097,"Normal"
"381255","Warning","PolicyViolation","Suspicious",131328007,191479880,42758,33444,6,TRUE,FALSE,114032429,31.44159,"Normal"
"194895","Warning","PolicyViolation","Anomalous",129439033,142301026,29054,27173,3,FALSE,TRUE,105750972,19.60481,"Normal"
"136874","Warning","PolicyViolation","Anomalous",173701692,108407770,26585,35632,4,TRUE,FALSE,139126798,32.6933,"Normal"
"128805","Warning","PolicyViolation","Suspicious",123030777,160432689,35217,21783,5,FALSE,FALSE,172107790,26.59526,"Normal"
"75882","Warning","PolicyViolation","Suspicious",128772121,127228488,30517,21283,6,TRUE,FALSE,219826262,28.02273,"Normal"
"195245","Warning","PolicyViolation","Anomalous",135752260,144945609,30734,29694,4,FALSE,FALSE,181685761,25.19026,"Normal"
"122268","Warning","PolicyViolation","Critical",123367216,82479533,19070,37124,5,FALSE,FALSE,126678952,36.26431,"Normal"
"323253","Warning","ThreatDetected","Anomalous",136295083,140818997,32869,30404,6,TRUE,FALSE,134658872,19.83097,"Normal"
"338494","Warning","PolicyViolation","Anomalous",139835057,150385158,36436,47776,8,TRUE,FALSE,203557897,37.89117,"Normal"
"261227","Warning","PolicyViolation","Suspicious",137516445,186419514,43138,17062,7,FALSE,FALSE,154529462,23.55018,"Normal"
"447028","Warning","PolicyViolation","Critical",137059478,93379409,22043,32908,5,TRUE,FALSE,172065489,24.89369,"Normal"
"246947","Warning","PolicyViolation","Suspicious",136059340,142618275,31767,38945,5,FALSE,FALSE,93157028,33.28305,"Normal"
"26856","Warning","PolicyViolation","Elevated",130183172,220756585,47698,39040,5,FALSE,FALSE,110920276,40.01752,"Normal"
"415275","Alert","PolicyViolation","Anomalous",105625811,123565551,27649,33945,6,TRUE,TRUE,157030656,24.43139,"Normal"
"327852","Warning","PolicyViolation","Anomalous",126917165,114262018,25218,24037,5,FALSE,FALSE,184708916,29.27043,"Normal"
"453961","Warning","PolicyViolation","Suspicious",134263771,156935361,35439,35340,6,FALSE,FALSE,181202921,31.19185,"Normal"
"220632","Warning","PolicyViolation","Suspicious",132249270,183643997,40486,26611,6,FALSE,FALSE,150466997,27.02174,"Normal"
"238656","Warning","ThreatDetected","Anomalous",69675782,91997414,21749,34182,7,TRUE,TRUE,129245352,16.06361,"Normal"
"48106","Warning","ThreatDetected","Suspicious",137958729,173620308,38311,41987,5,TRUE,FALSE,90821497,34.63286,"Normal"
"432018","Warning","PolicyViolation","Anomalous",129934903,126442444,29280,34737,6,TRUE,FALSE,180675487,24.30071,"Normal"
"348559","Warning","PolicyViolation","Suspicious",131079050,190656760,42173,42185,6,FALSE,FALSE,169226588,38.64936,"Normal"
"345751","Warning","PolicyViolation","Suspicious",129793673,167446869,36903,26708,5,FALSE,FALSE,166617266,36.5809,"Normal"
"288920","Warning","PolicyViolation","Suspicious",140472256,165916563,37029,31058,5,FALSE,FALSE,135575976,19.15223,"Normal"
"358676","Warning","NormalOperation","Suspicious",122436069,177361855,37348,35138,5,TRUE,FALSE,157586884,38.5186,"Normal"
"111890","Warning","PolicyViolation","Suspicious",131149675,198990088,43482,41758,6,FALSE,FALSE,172430184,29.91243,"Normal"
"361731","Warning","PolicyViolation","Suspicious",127853895,171991744,37553,32622,5,FALSE,FALSE,206584120,21.53187,"Normal"
"80925","Alert","PolicyViolation","Suspicious",130357218,175584204,38458,36591,6,TRUE,FALSE,135176188,31.93062,"Normal"
"462924","Informational","PolicyViolation","Anomalous",113980319,123914801,28446,48444,6,TRUE,FALSE,98868667,35.43451,"Normal"
"380140","Warning","PolicyViolation","Anomalous",127415779,120570613,29464,38731,6,TRUE,FALSE,155719455,29.2744,"Normal"
"142674","Warning","PolicyViolation","Suspicious",128059987,176884484,38556,33664,5,FALSE,FALSE,154290163,25.40053,"Normal"
"35126","Warning","PolicyViolation","Anomalous",127030975,127421932,28288,33638,5,TRUE,FALSE,156320768,37.37515,"Normal"
"38549","Warning","PolicyViolation","Suspicious",151321842,117537254,31215,38294,6,TRUE,FALSE,106665166,34.25932,"Normal"
"428087","Warning","PolicyViolation","Suspicious",134403253,160619538,35202,35741,5,TRUE,FALSE,102601005,35.097,"Normal"
"257962","Warning","PolicyViolation","Suspicious",130907637,150638728,35107,32986,6,TRUE,FALSE,163369212,30.46578,"Normal"
"233240","Warning","PolicyViolation","Suspicious",130702304,141662713,31807,36501,5,TRUE,FALSE,184655352,28.07337,"Normal"
"341082","Warning","PolicyViolation","Suspicious",129607301,148199241,31668,32853,4,TRUE,FALSE,182267145,28.19898,"Normal"
"315535","Warning","PolicyViolation","Anomalous",130010104,145224905,31532,28680,5,TRUE,FALSE,154291836,40.59484,"Normal"
"74568","Informational","PolicyViolation","Suspicious",123987310,104559592,27550,20392,6,TRUE,FALSE,171667808,23.78778,"Normal"
"438567","Alert","PolicyViolation","Anomalous",129762767,143976270,32037,26390,5,TRUE,FALSE,94707968,35.53189,"Normal"
"3106","Warning","PolicyViolation","Suspicious",136783270,167202112,37008,26321,5,TRUE,FALSE,158616168,30.62193,"Normal"
"269303","Warning","PolicyViolation","Suspicious",117506014,112688307,28702,33066,6,TRUE,FALSE,140833020,40.9437,"Normal"
"310651","Warning","PolicyViolation","Suspicious",137669888,182778741,42428,42623,8,TRUE,FALSE,161477734,30.31882,"Normal"
"293063","Warning","PolicyViolation","Anomalous",100589436,113594775,27776,42057,7,TRUE,TRUE,157378477,29.52087,"Normal"
"216039","Warning","PolicyViolation","Anomalous",132400699,147023170,32509,31917,5,FALSE,FALSE,143220620,31.23724,"Normal"
"59734","Warning","PolicyViolation","Critical",122658411,70484232,16876,34925,4,FALSE,TRUE,116227016,28.61872,"Normal"
"227453","Warning","NormalOperation","Elevated",136060175,193215035,43364,26578,6,TRUE,FALSE,144919848,26.60458,"Normal"
"179935","Warning","PolicyViolation","Anomalous",131560655,95435316,21564,31388,4,FALSE,FALSE,165508747,45.7626,"Normal"
"40753","Warning","PolicyViolation","Elevated",128393904,204020227,43782,31614,5,TRUE,TRUE,166292473,30.87539,"Normal"
"295151","Warning","NormalOperation","Anomalous",114581695,101457886,23276,31749,6,TRUE,FALSE,157148567,27.35738,"Normal"
"168365","Warning","PolicyViolation","Anomalous",124605679,115463883,24296,33165,4,FALSE,TRUE,170136882,14.43544,"Normal"
"436010","Warning","PolicyViolation","Anomalous",123998818,135330985,31330,40582,6,TRUE,FALSE,185649665,23.70132,"Normal"
"365453","Warning","PolicyViolation","Anomalous",134552494,148338247,33901,27211,6,FALSE,FALSE,182499748,11.46417,"Normal"
"163355","Warning","PolicyViolation","Suspicious",131098598,180297134,39509,33841,6,FALSE,FALSE,153337780,26.79108,"Normal"
"117788","Warning","PolicyViolation","Anomalous",129077805,120652490,26631,34404,5,FALSE,FALSE,154627063,36.0623,"Normal"
"120602","Warning","PolicyViolation","Suspicious",130108165,195658378,41582,26107,5,FALSE,TRUE,125733068,24.61206,"Normal"
"207930","Warning","PolicyViolation","Anomalous",130607414,137455374,30920,36394,6,TRUE,FALSE,177131926,29.17748,"Normal"
"252045","Warning","PolicyViolation","Anomalous",128567117,120864002,28177,37720,6,TRUE,FALSE,162852173,18.46527,"Normal"
"44384","Warning","NormalOperation","Anomalous",127876238,132324587,30528,41351,6,TRUE,FALSE,169870680,21.08292,"Normal"
"5345","Warning","PolicyViolation","Suspicious",122597402,149777367,34506,32359,6,TRUE,FALSE,134457432,23.64269,"Normal"
"439912","Warning","PolicyViolation","Suspicious",123506690,177408287,37791,25811,4,FALSE,TRUE,128633142,24.97971,"Normal"
"439470","Warning","PolicyViolation","Anomalous",127684807,157789405,34059,28398,5,FALSE,FALSE,129144721,32.36503,"Normal"
"54583","Warning","PolicyViolation","Anomalous",122103176,109291855,25455,34423,5,TRUE,FALSE,171367909,21.64483,"Normal"
"226464","Warning","PolicyViolation","Anomalous",127620535,134235736,29536,41245,5,FALSE,FALSE,189816269,35.47071,"Normal"
"330573","Informational","NormalOperation","Anomalous",127742521,133858426,32244,36509,7,TRUE,FALSE,111807307,36.41225,"Normal"
"300148","Warning","PolicyViolation","Suspicious",137778240,164301153,38913,31734,7,TRUE,FALSE,166557867,29.89595,"Normal"
"145","Warning","PolicyViolation","Suspicious",129580243,166494438,36454,37428,5,FALSE,FALSE,143162125,39.75512,"Normal"
"274546","Warning","PolicyViolation","Anomalous",129625754,135776924,30542,37042,5,FALSE,FALSE,123071446,26.64573,"Normal"
"48515","Warning","PolicyViolation","Anomalous",128748681,144438662,34497,41220,7,FALSE,FALSE,155885803,37.4294,"Normal"
"33428","Warning","PolicyViolation","Elevated",136167940,212612139,46017,37801,5,FALSE,FALSE,99931727,38.83204,"Normal"
"244636","Warning","PolicyViolation","Anomalous",137246713,147979146,34814,33794,7,TRUE,FALSE,116693896,25.86134,"Normal"
"342585","Warning","PolicyViolation","Anomalous",128449653,87702876,20423,24125,4,TRUE,FALSE,179811836,20.94029,"Normal"
"30756","Warning","PolicyViolation","Suspicious",128038067,168162028,36806,40857,6,FALSE,FALSE,148095767,27.25047,"Normal"
"213281","Alert","NormalOperation","Suspicious",129537554,151770482,32412,49912,4,FALSE,TRUE,202619678,22.24736,"Normal"
"400891","Warning","NormalOperation","Anomalous",136007390,136806423,32890,39180,6,TRUE,FALSE,183468790,17.11126,"Normal"
"173976","Warning","PolicyViolation","Anomalous",130792682,135097905,32067,31805,7,FALSE,FALSE,187920127,31.77858,"Normal"
"447765","Informational","PolicyViolation","Elevated",128242265,222070621,47825,29565,6,FALSE,FALSE,162883221,27.36629,"Normal"
"431636","Warning","PolicyViolation","Anomalous",135467011,144613439,32282,26898,6,TRUE,FALSE,166373140,30.88691,"Normal"
"66683","Alert","PolicyViolation","Anomalous",132298791,135054302,29627,23458,4,FALSE,TRUE,105654158,40.68576,"Normal"
"311546","Warning","PolicyViolation","Suspicious",126183198,157637804,34999,34536,5,TRUE,FALSE,148637792,29.34093,"Normal"
"204354","Warning","PolicyViolation","Anomalous",125393787,141685010,32361,30032,6,TRUE,FALSE,144698390,31.36533,"Normal"
"361478","Warning","PolicyViolation","Anomalous",139764777,104018735,23597,32340,4,TRUE,FALSE,167629296,33.91565,"Normal"
"88984","Warning","NormalOperation","Suspicious",129679009,146677918,32394,38984,5,TRUE,FALSE,51054487,26.1081,"Normal"
"176410","Warning","PolicyViolation","Anomalous",132078037,108095414,25439,30031,5,TRUE,FALSE,129721286,31.78461,"Normal"
"374732","Warning","ThreatDetected","Suspicious",128855476,179081843,39186,39018,5,FALSE,FALSE,107979397,35.42067,"Normal"
"380652","Informational","PolicyViolation","Suspicious",135224402,181504371,40337,28523,5,TRUE,FALSE,178520115,36.79575,"Normal"
"335362","Warning","PolicyViolation","Anomalous",128203476,91385292,20472,49359,4,TRUE,FALSE,183990232,21.22665,"Normal"
"366152","Warning","PolicyViolation","Elevated",132151580,203400110,43854,34520,5,TRUE,TRUE,161870453,22.42626,"Normal"
"5371","Alert","PolicyViolation","Suspicious",131568439,157363190,34301,42945,5,FALSE,FALSE,126236307,31.82812,"Normal"
"92882","Warning","PolicyViolation","Anomalous",122101527,125137916,26744,40322,4,FALSE,TRUE,153503969,24.67748,"Normal"
"366110","Warning","PolicyViolation","Suspicious",125481462,161308056,34009,26351,3,FALSE,TRUE,180117176,30.91567,"Normal"
"49550","Warning","PolicyViolation","Anomalous",134584442,155489772,34567,44703,6,FALSE,FALSE,222388003,22.77323,"Normal"
"364732","Warning","ThreatDetected","Anomalous",128575082,139631951,30670,27681,6,TRUE,FALSE,161108143,35.45626,"Normal"
"474312","Warning","PolicyViolation","Anomalous",137091732,164797073,36598,39163,6,TRUE,FALSE,142881028,25.39496,"Normal"
"249584","Warning","PolicyViolation","Anomalous",133373827,139837921,30735,55067,5,FALSE,FALSE,159619114,26.90873,"Normal"
"226007","Warning","PolicyViolation","Anomalous",137380191,132280509,29291,37977,5,FALSE,FALSE,182622203,38.37947,"Normal"
"306526","Warning","PolicyViolation","Anomalous",130040985,111213499,26515,27080,6,FALSE,FALSE,126281046,23.63146,"Normal"
"453793","Warning","PolicyViolation","Anomalous",120657516,128388584,26939,33330,4,FALSE,TRUE,135354097,27.20415,"Normal"
"409781","Warning","PolicyViolation","Anomalous",136873483,137992272,30669,33886,5,FALSE,FALSE,173470128,40.54374,"Normal"
"457389","Warning","PolicyViolation","Anomalous",93284890,124649148,26843,22207,6,FALSE,TRUE,207290061,26.24289,"Normal"
"467171","Informational","PolicyViolation","Suspicious",142894926,177319242,40173,32728,6,TRUE,FALSE,183690887,18.38951,"Normal"
"250594","Warning","PolicyViolation","Suspicious",129274638,159383401,34990,23936,5,FALSE,FALSE,121078884,29.13475,"Normal"
"200047","Warning","PolicyViolation","Elevated",132174103,205352639,46190,35336,6,TRUE,FALSE,188357524,39.64506,"Normal"
"246580","Warning","PolicyViolation","Anomalous",125838422,114699095,24109,33959,4,FALSE,TRUE,158245255,22.61907,"Normal"
"170419","Warning","NormalOperation","Suspicious",131070102,175642982,38143,25739,5,FALSE,TRUE,175500059,26.76366,"Normal"
"150616","Warning","PolicyViolation","Anomalous",132871722,109196736,25795,32623,5,TRUE,FALSE,163788860,47.68031,"Normal"
"169833","Warning","PolicyViolation","Suspicious",140627324,190732909,42385,41446,6,TRUE,FALSE,149405070,24.75585,"Normal"
"220552","Warning","PolicyViolation","Suspicious",128406097,187104274,38042,29176,4,TRUE,TRUE,140030706,36.01629,"Normal"
"240853","Warning","PolicyViolation","Suspicious",127427930,169033317,38360,35832,7,TRUE,FALSE,151201528,34.24549,"Normal"
"262261","Warning","PolicyViolation","Suspicious",127961251,176432928,39066,25188,6,FALSE,FALSE,122815191,32.59724,"Normal"
"379979","Alert","PolicyViolation","Suspicious",145833034,97285322,28775,35789,6,TRUE,FALSE,121369420,39.81594,"Normal"
"64440","Warning","NormalOperation","Anomalous",129970020,105277411,24775,38423,5,TRUE,FALSE,185309343,30.6388,"Normal"
"457900","Alert","PolicyViolation","Anomalous",159214750,69063149,20760,37683,4,TRUE,FALSE,160490600,32.80327,"Normal"
"387335","Warning","PolicyViolation","Anomalous",150338496,83833841,22779,39054,5,TRUE,FALSE,161651873,20.75122,"Normal"
"36971","Warning","PolicyViolation","Anomalous",132467772,126825824,28556,15366,5,TRUE,FALSE,91138829,15.27914,"Normal"
"251488","Warning","PolicyViolation","Suspicious",128003640,163402765,38273,32685,7,TRUE,FALSE,137185592,30.69641,"Normal"
"110715","Warning","PolicyViolation","Suspicious",136077990,196636842,43835,30215,6,FALSE,FALSE,193125659,35.84401,"Normal"
"239432","Warning","PolicyViolation","Anomalous",128027381,133806054,28302,34376,4,TRUE,TRUE,211095206,26.2813,"Normal"
"289231","Warning","PolicyViolation","Suspicious",144436822,93765858,26462,31941,6,FALSE,FALSE,180657590,22.08898,"Normal"
"34155","Warning","PolicyViolation","Anomalous",140869806,132364217,30094,34518,5,TRUE,FALSE,154396960,37.78294,"Normal"
"303463","Warning","PolicyViolation","Suspicious",129394128,150243872,35551,40628,7,TRUE,FALSE,133693621,19.17691,"Normal"
"118713","Warning","PolicyViolation","Suspicious",128008845,187516603,41431,29115,6,FALSE,FALSE,181881445,28.503,"Normal"
"221160","Warning","PolicyViolation","Suspicious",137342237,186187411,42107,34806,7,FALSE,FALSE,200415778,41.64311,"Normal"
"53050","Warning","PolicyViolation","Anomalous",141748529,144197297,33783,32886,6,FALSE,FALSE,136210992,36.19395,"Normal"
"249706","Warning","PolicyViolation","Suspicious",138883676,172180446,40538,41272,7,FALSE,FALSE,113950457,32.48623,"Normal"
"312238","Warning","PolicyViolation","Suspicious",138351452,187007837,42246,30770,6,FALSE,FALSE,160710264,25.81409,"Normal"
"180110","Warning","NormalOperation","Suspicious",133782736,171341994,37796,29277,5,TRUE,FALSE,136496877,13.38877,"Normal"
"465266","Warning","PolicyViolation","Suspicious",135648033,176977335,38036,34269,5,FALSE,FALSE,143322682,36.21071,"Normal"
"431828","Warning","PolicyViolation","Suspicious",127239401,151806627,31276,30159,3,TRUE,TRUE,65828252,37.33134,"Normal"
"272095","Warning","PolicyViolation","Anomalous",124772577,123087485,28688,34058,6,TRUE,FALSE,116829767,27.15888,"Normal"
"381874","Warning","PolicyViolation","Suspicious",141838272,209096735,44690,34220,5,FALSE,FALSE,144934342,28.40127,"Normal"
"210887","Warning","PolicyViolation","Critical",127099241,65809226,16136,29803,5,FALSE,FALSE,137066609,47.84175,"Normal"
"428700","Warning","PolicyViolation","Suspicious",136102765,153096053,36104,43806,7,TRUE,FALSE,158694741,27.18933,"Normal"
"393883","Warning","PolicyViolation","Anomalous",121296445,139447870,31257,30282,6,FALSE,FALSE,193087877,27.92214,"Normal"
"35318","Warning","PolicyViolation","Anomalous",137256451,152871404,35627,44703,7,FALSE,FALSE,267189249,21.28464,"Normal"
"301023","Warning","PolicyViolation","Anomalous",133412889,109554788,25596,29180,6,FALSE,FALSE,193123382,20.48838,"Normal"
"338922","Warning","PolicyViolation","Suspicious",129944601,169667566,38736,39750,6,FALSE,FALSE,166485891,38.93561,"Normal"
"193891","Informational","PolicyViolation","Anomalous",131438232,125292073,27322,40435,4,FALSE,FALSE,175523893,31.2718,"Normal"
"457780","Warning","PolicyViolation","Anomalous",131844907,124367507,27145,34052,5,TRUE,FALSE,147627025,39.78558,"Normal"
"145241","Warning","PolicyViolation","Anomalous",133657644,143164947,33677,16405,7,TRUE,FALSE,214660723,31.7337,"Normal"
"88369","Warning","NormalOperation","Anomalous",109416665,110252073,26707,19599,6,TRUE,TRUE,191386014,22.73976,"Normal"
"7533","Alert","PolicyViolation","Anomalous",127377754,119321123,26973,38127,5,FALSE,FALSE,151898713,28.40905,"Normal"
"320607","Warning","PolicyViolation","Anomalous",133330463,132177985,29676,29327,5,FALSE,FALSE,158724301,25.28169,"Normal"
"423531","Warning","PolicyViolation","Anomalous",115866231,109541276,27120,29939,6,FALSE,FALSE,183639779,42.40364,"Normal"
"93535","Warning","PolicyViolation","Anomalous",135006968,122620608,28676,36349,6,TRUE,FALSE,217021273,35.64846,"Normal"
"33675","Warning","PolicyViolation","Suspicious",134465344,196893920,43959,28513,6,TRUE,FALSE,114757282,22.67172,"Normal"
"165683","Warning","PolicyViolation","Suspicious",131862356,157268390,34192,52953,5,FALSE,FALSE,191941369,29.69277,"Normal"
"159674","Warning","PolicyViolation","Suspicious",132409447,189561161,40272,32051,4,FALSE,TRUE,154870871,27.20692,"Normal"
"28648","Warning","PolicyViolation","Anomalous",131616535,116137978,27351,38110,6,TRUE,FALSE,185674421,32.70223,"Normal"
"141563","Warning","PolicyViolation","Suspicious",134893823,157620768,35439,39202,6,TRUE,FALSE,114203263,32.3047,"Normal"
"221332","Warning","PolicyViolation","Suspicious",205189004,72321077,24749,17563,4,TRUE,FALSE,115668704,27.87148,"Normal"
"33993","Warning","PolicyViolation","Anomalous",125404774,135799063,31390,45724,6,TRUE,FALSE,179599585,26.31115,"Normal"
"141010","Warning","NormalOperation","Anomalous",128987570,122336721,28282,35129,5,FALSE,FALSE,89449602,26.35805,"Normal"
"38888","Alert","PolicyViolation","Anomalous",116618975,123745244,26823,26990,5,FALSE,TRUE,136076931,25.72539,"Normal"
